Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
1526,909252110,70,1,63.0,15576,1,0,4,1,1,2,1,21,1,1,1,2,6,7,1915,1976,2,1,3,1,0,0.0,3,3,4,4,3,1,5,0.0,1,0.0,840.0,840.0,1,5,1,1,840,840,0,1680,0.0,0.0,2,0,4,1,3,8,1,0,0,1,1960.0,1,1.0,308.0,3,3,2,0,0,160,0,0,0,0,0,0,0,3,2008,1,1,177000
1527,909252220,50,1,63.0,15564,1,0,4,1,1,2,1,21,1,1,1,3,6,6,1914,1995,2,1,3,7,0,0.0,3,3,4,4,3,1,5,0.0,1,0.0,676.0,676.0,1,5,1,1,676,588,0,1264,0.0,0.0,1,0,3,1,3,6,1,0,0,4,1994.0,1,2.0,400.0,3,3,2,424,0,0,0,0,0,0,0,3,400,1,2008,1,1,147500
1528,909253190,30,1,52.0,6292,1,0,4,3,1,2,1,18,1,1,1,1,6,5,1930,1950,2,1,3,3,0,0.0,3,3,4,4,3,2,2,384.0,1,0.0,384.0,768.0,1,3,0,1,790,0,0,790,0.0,0.0,1,0,2,1,3,4,1,0,0,4,1925.0,1,1.0,160.0,2,3,2,0,141,0,0,0,0,0,0,0,0,4,2008,1,1,91000
1529,909254050,70,1,54.0,7609,1,0,4,1,1,1,1,21,1,1,1,2,8,9,1925,1997,2,1,10,12,0,0.0,4,4,2,2,3,1,3,406.0,1,0.0,392.0,798.0,1,5,1,1,798,714,0,1512,1.0,0.0,2,0,3,1,4,7,1,1,4,4,1925.0,1,1.0,180.0,3,3,1,85,16,41,0,0,0,0,3,0,0,6,2008,1,1,231000
1530,909256060,50,1,51.0,10480,1,0,4,1,1,2,1,18,1,1,1,3,6,5,1936,1950,2,1,7,8,0,0.0,3,3,4,3,3,1,5,0.0,1,0.0,1064.0,1064.0,1,5,1,2,1166,0,473,1639,0.0,0.0,1,0,3,1,3,6,6,0,0,4,1936.0,1,1.0,240.0,3,3,2,0,0,0,0,0,0,0,0,0,0,3,2008,1,1,115000
1531,909275040,70,1,68.0,9650,1,0,1,2,1,1,1,21,1,1,1,2,6,3,1923,1950,1,1,3,1,0,0.0,3,3,4,3,3,1,5,0.0,1,0.0,784.0,784.0,1,3,1,1,819,784,0,1603,0.0,0.0,1,0,4,1,3,7,1,1,4,1,1980.0,1,2.0,599.0,3,3,2,0,217,0,0,0,0,0,0,0,0,6,2008,1,1,138000
1532,909275050,70,1,60.0,7200,1,0,4,2,1,2,2,21,1,1,1,2,7,6,1931,2000,2,1,10,7,0,0.0,3,2,4,4,3,1,5,0.0,1,0.0,776.0,776.0,1,3,1,1,851,651,0,1502,0.0,0.0,1,1,3,1,3,6,1,1,4,1,1931.0,2,1.0,270.0,3,3,1,0,0,112,0,0,0,0,2,0,0,2,2008,1,1,149000
1533,909276170,70,1,74.0,11988,1,0,1,2,1,2,2,21,1,1,1,2,6,7,1934,1995,1,1,10,12,0,0.0,3,3,1,3,3,1,6,326.0,1,0.0,389.0,715.0,1,2,1,2,849,811,0,1660,0.0,0.0,1,1,3,1,3,6,1,1,4,4,1939.0,1,1.0,240.0,3,3,2,0,0,0,0,0,0,0,0,0,0,8,2008,1,1,188700
1534,909277040,50,1,68.0,11700,1,3,1,2,1,2,2,21,1,1,1,3,5,6,1937,1995,2,1,9,7,0,0.0,3,3,1,3,3,1,1,606.0,1,0.0,336.0,942.0,1,5,1,1,1265,673,0,1938,0.0,0.0,2,0,4,1,4,7,4,1,4,4,1937.0,1,1.0,240.0,3,3,2,0,40,0,0,0,0,0,0,0,0,7,2008,1,1,198000
1535,909277070,50,1,68.0,9260,1,3,1,2,1,2,1,21,2,1,1,3,5,4,1938,1950,2,1,3,3,0,0.0,3,3,4,3,3,1,5,0.0,1,0.0,884.0,884.0,1,3,1,3,932,442,0,1374,0.0,0.0,1,0,3,1,3,6,1,0,0,4,1938.0,1,1.0,225.0,3,3,2,64,0,0,0,100,0,0,0,0,0,3,2008,1,1,110000
1536,909281030,20,1,79.0,7801,1,0,1,1,1,1,1,21,2,1,1,1,6,5,1951,1951,1,1,9,1,3,88.0,3,2,2,3,3,1,2,500.0,1,0.0,591.0,1091.0,1,2,0,2,1091,0,0,1091,0.0,1.0,1,0,2,1,3,5,1,1,3,1,1951.0,3,1.0,344.0,3,3,2,66,105,0,0,221,0,0,2,0,0,5,2008,1,1,104000
1537,909281110,70,1,100.0,9670,1,0,1,2,1,2,2,21,1,1,1,2,8,6,1935,1950,2,1,1,12,1,40.0,3,3,2,3,2,1,6,210.0,1,0.0,398.0,608.0,1,3,1,1,983,890,0,1873,0.0,0.0,1,1,4,1,3,9,1,2,4,4,1935.0,3,2.0,786.0,2,3,2,0,0,207,0,0,0,0,0,0,0,6,2008,1,5,257076
1538,909282030,50,1,68.0,14100,1,0,1,1,1,2,2,21,1,1,1,3,8,9,1935,1997,2,1,10,12,3,632.0,3,4,1,3,3,2,2,192.0,1,0.0,536.0,728.0,1,5,1,1,1968,1479,0,3447,0.0,0.0,3,1,4,1,4,11,1,2,4,2,1982.0,1,3.0,1014.0,3,3,2,314,12,0,0,0,0,0,4,0,0,5,2008,1,1,381000
1539,909425010,50,1,68.0,15660,1,0,1,1,1,1,1,21,1,1,1,3,7,9,1939,2006,2,1,2,2,3,312.0,4,4,1,3,3,1,1,341.0,1,0.0,457.0,798.0,1,5,1,1,1137,817,0,1954,0.0,1.0,1,1,3,1,4,8,1,2,3,1,1939.0,1,2.0,431.0,3,3,2,0,119,150,0,0,0,0,0,0,0,5,2008,1,1,311500
1540,909425085,50,1,70.0,12392,1,0,4,3,1,2,1,21,1,1,1,3,7,9,1950,2000,2,1,2,2,0,0.0,3,4,1,3,4,1,4,435.0,1,0.0,397.0,832.0,1,5,1,1,1218,943,0,2161,1.0,0.0,2,1,3,1,4,8,1,2,3,1,1994.0,3,2.0,506.0,3,3,2,0,96,0,0,0,0,0,0,0,0,4,2008,1,1,263400
1541,909428170,20,1,56.0,26073,1,0,1,1,1,3,1,21,1,1,1,1,5,5,1956,1956,2,1,1,8,0,0.0,3,3,2,3,3,1,2,1116.0,1,0.0,782.0,1898.0,1,5,1,2,1898,0,0,1898,0.0,0.0,2,1,3,1,3,7,1,2,3,1,1956.0,1,2.0,484.0,3,3,2,0,51,224,0,0,0,0,2,0,0,4,2008,1,1,236500
1542,909428190,20,1,68.0,14778,1,0,1,4,1,3,1,21,3,1,1,1,6,7,1954,2006,1,1,5,6,3,72.0,4,3,1,3,3,1,1,728.0,1,0.0,568.0,1296.0,1,5,1,1,1640,0,0,1640,1.0,0.0,1,0,3,1,4,7,1,1,4,4,1993.0,1,2.0,924.0,3,3,2,108,0,0,216,0,0,0,0,0,0,11,2008,1,1,224000
1543,909451020,160,4,24.0,1879,1,0,4,1,1,3,1,22,1,1,3,2,6,6,1980,1980,2,1,7,8,0,0.0,3,3,1,4,3,1,4,366.0,1,0.0,150.0,516.0,1,3,1,1,516,516,0,1032,0.0,0.0,1,0,2,1,3,5,1,1,3,4,1980.0,1,2.0,462.0,3,3,2,213,0,0,0,0,0,0,3,0,0,12,2008,1,1,116500
1544,909451150,160,4,24.0,1950,1,0,4,1,1,2,1,22,1,1,3,2,6,6,1980,1980,2,1,7,8,0,0.0,3,4,1,4,3,1,6,81.0,6,612.0,23.0,716.0,1,3,1,1,716,840,0,1556,1.0,0.0,2,1,3,1,3,6,1,1,3,1,1980.0,3,2.0,452.0,3,3,2,161,0,0,0,0,0,0,3,0,0,7,2008,3,1,151000
1545,910200080,30,4,50.0,7000,1,0,4,1,1,2,1,16,1,1,1,1,6,8,1926,1998,2,1,2,2,0,0.0,3,4,4,3,3,1,2,299.0,6,40.0,555.0,894.0,1,3,1,1,919,0,0,919,1.0,0.0,1,0,2,1,3,5,1,0,0,4,1926.0,1,1.0,195.0,3,3,1,0,0,116,0,0,0,0,2,0,0,7,2008,1,1,126000
1546,910201130,50,4,60.0,6000,1,0,4,1,1,2,1,16,1,1,1,3,6,8,1940,2006,2,1,2,2,0,0.0,3,3,1,2,3,1,5,0.0,1,0.0,720.0,720.0,1,4,1,1,760,330,0,1090,0.0,0.0,1,0,3,1,3,5,1,0,0,4,1940.0,1,1.0,240.0,3,3,2,0,0,0,0,0,0,0,0,0,0,7,2008,1,1,120000
1547,910202050,30,4,40.0,3636,1,0,4,1,1,2,1,16,1,1,1,1,4,4,1922,1950,2,1,8,11,0,0.0,3,3,4,3,2,1,5,0.0,1,0.0,796.0,796.0,1,2,0,1,796,0,0,796,0.0,0.0,1,0,2,1,3,5,1,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,100,0,0,0,0,2,0,0,1,2008,1,1,55000
1548,910202100,30,4,68.0,5890,1,0,4,1,1,1,1,16,1,1,1,1,6,8,1930,2007,2,1,3,3,0,0.0,4,4,4,3,3,3,3,538.0,1,0.0,278.0,816.0,1,5,1,1,816,0,0,816,0.0,0.0,1,0,2,1,3,5,1,0,0,4,2002.0,1,1.0,432.0,3,3,2,0,0,96,0,0,0,0,0,0,0,6,2008,1,1,120500
1549,910203020,30,4,71.0,6900,1,0,4,1,1,2,1,16,1,1,1,1,5,6,1940,1955,2,1,2,2,0,0.0,3,3,1,3,3,1,3,403.0,4,125.0,212.0,740.0,1,5,1,1,778,0,0,778,0.0,0.0,1,0,2,1,3,4,1,1,4,4,1966.0,3,1.0,924.0,5,5,2,0,25,0,0,0,0,0,0,0,0,2,2008,1,1,120500
1550,910203090,50,4,58.0,8155,1,0,4,1,1,2,1,16,1,1,1,3,5,7,1930,1950,2,1,3,3,0,0.0,3,3,1,4,3,1,5,0.0,1,0.0,780.0,780.0,1,4,1,2,780,420,0,1200,0.0,0.0,1,0,4,1,3,7,1,0,0,0,0.0,0,0.0,0.0,0,0,2,0,0,96,0,0,0,0,0,0,0,7,2008,1,1,119000
1551,910205010,80,4,75.0,6000,1,0,4,1,1,2,1,16,1,1,1,5,5,5,1967,1967,1,1,5,1,0,0.0,2,3,1,4,3,2,2,257.0,1,0.0,367.0,624.0,1,5,1,1,1092,564,0,1656,0.0,0.0,1,1,3,1,3,7,2,1,1,1,1967.0,1,1.0,288.0,3,3,2,0,180,0,0,100,0,0,2,0,0,7,2008,1,1,126000
1552,910206110,30,4,60.0,7392,1,0,4,1,1,2,1,16,1,1,1,1,5,7,1930,1995,2,1,3,3,0,0.0,3,3,4,3,3,1,5,0.0,1,0.0,520.0,520.0,1,3,1,2,912,0,0,912,0.0,0.0,1,0,2,1,3,5,1,0,0,4,1934.0,2,1.0,360.0,3,3,2,0,90,0,0,0,0,0,0,0,0,5,2008,1,1,99500
1553,910226040,50,4,75.0,9000,1,0,4,1,1,2,1,16,1,1,1,3,5,5,1958,1958,2,1,9,7,3,162.0,3,3,1,3,3,1,3,330.0,1,0.0,821.0,1151.0,1,4,1,2,1151,804,0,1955,0.0,0.0,2,0,4,1,3,7,1,0,0,1,1958.0,3,1.0,356.0,3,3,2,0,0,0,0,0,0,0,0,0,0,1,2008,1,1,165500
1554,910251050,20,7,80.0,14584,1,0,4,4,1,2,2,16,1,1,1,1,1,5,1952,1952,2,1,8,2,0,0.0,2,1,5,0,0,0,0,0.0,0,0.0,0.0,0.0,4,1,0,2,733,0,0,733,0.0,0.0,1,0,2,1,2,4,8,0,0,1,1952.0,1,2.0,487.0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2008,1,4,13100
1555,911102090,70,5,60.0,5280,1,0,4,1,1,1,1,16,2,1,1,2,4,7,1895,1950,2,1,3,3,0,0.0,3,3,6,1,2,1,5,0.0,1,0.0,173.0,173.0,1,5,0,1,825,536,0,1361,0.0,0.0,1,0,2,1,3,6,1,0,0,4,1895.0,1,1.0,185.0,2,3,2,0,123,0,0,0,0,0,0,0,0,7,2008,1,1,89000
1556,911102170,70,5,50.0,8500,1,2,4,1,1,2,1,16,2,1,1,2,4,4,1920,1950,4,1,1,4,0,0.0,3,2,4,3,3,1,5,0.0,1,0.0,649.0,649.0,1,3,0,1,649,668,0,1317,0.0,0.0,1,0,3,1,3,6,1,0,0,4,1920.0,1,1.0,250.0,3,2,0,0,54,172,0,0,0,0,2,0,0,7,2008,1,1,40000
1557,911102180,50,5,52.0,5150,1,0,4,1,1,1,1,16,2,1,1,3,4,7,1910,2000,2,1,6,1,0,0.0,3,3,2,1,3,1,5,0.0,1,0.0,356.0,356.0,1,3,0,2,671,378,0,1049,0.0,0.0,1,0,2,1,3,5,1,0,0,4,1910.0,1,1.0,195.0,1,2,0,0,0,0,0,0,0,0,0,0,0,5,2008,1,1,80900
1558,911226010,30,5,120.0,18000,2,0,4,4,1,2,1,16,1,1,1,1,3,4,1935,1950,2,1,7,8,0,0.0,2,3,1,3,3,1,5,0.0,1,0.0,894.0,894.0,1,3,1,1,894,0,0,894,0.0,0.0,1,0,2,1,3,6,1,0,0,4,1994.0,2,3.0,1248.0,3,3,2,0,20,0,0,0,0,0,0,3,560,8,2008,6,1,81000
1559,911226030,70,5,60.0,9000,2,0,4,3,1,2,1,16,1,1,1,2,4,6,1920,1950,2,1,7,8,0,0.0,3,3,6,2,2,2,5,0.0,1,0.0,592.0,592.0,1,5,1,1,432,432,0,864,0.0,0.0,1,1,3,1,2,5,4,0,0,4,1920.0,1,1.0,216.0,2,2,0,0,30,160,0,0,0,0,0,0,0,6,2008,1,1,65000
1560,911370410,120,4,64.0,5587,1,0,1,2,1,2,2,21,1,1,2,1,8,5,2008,2008,1,1,4,5,1,186.0,5,3,2,5,3,4,4,1480.0,1,0.0,120.0,1600.0,1,5,1,1,1652,0,0,1652,1.0,1.0,2,0,2,1,4,5,1,1,4,1,2008.0,3,2.0,482.0,3,3,2,162,53,0,153,0,0,0,0,0,0,11,2008,2,2,392500
1561,911370490,120,4,44.0,3843,1,0,1,2,1,2,2,21,1,1,2,1,8,5,2007,2008,1,1,4,5,1,186.0,5,3,2,5,3,4,4,1476.0,1,0.0,120.0,1596.0,1,5,1,1,1648,0,0,1648,1.0,1.0,2,0,2,1,5,5,1,1,4,1,2007.0,3,2.0,525.0,3,3,2,162,53,0,153,0,0,0,0,0,0,8,2008,2,2,294464
1562,911370520,120,4,44.0,3811,1,0,1,2,1,2,2,21,1,1,2,1,7,5,2004,2005,1,1,4,5,1,174.0,4,3,2,5,3,4,4,1474.0,1,0.0,120.0,1594.0,1,5,1,1,1646,0,0,1646,1.0,1.0,2,0,2,1,5,5,1,1,4,1,2004.0,3,2.0,482.0,3,3,2,128,53,0,0,155,0,0,0,0,0,7,2008,1,1,250000
1563,911370540,120,4,44.0,3842,1,0,1,2,1,2,2,21,1,1,2,1,8,5,2004,2005,1,1,4,5,1,174.0,4,3,2,5,3,4,4,1373.0,1,0.0,221.0,1594.0,1,5,1,1,1646,0,0,1646,1.0,1.0,2,0,2,1,4,5,1,1,4,1,2004.0,3,2.0,482.0,3,3,2,128,53,0,0,155,0,0,0,0,0,1,2008,1,1,275000
1564,914453045,20,1,68.0,23730,1,0,2,1,1,2,1,23,1,1,1,1,7,5,1996,1997,2,1,7,8,3,668.0,4,3,2,5,3,2,4,700.0,1,0.0,1140.0,1840.0,1,5,1,1,2032,0,0,2032,1.0,0.0,3,0,3,1,4,7,1,0,0,1,1996.0,3,3.0,786.0,3,3,2,0,46,192,0,0,0,0,0,0,0,9,2008,1,1,300000
1565,914465060,20,1,68.0,13265,1,0,1,1,1,3,1,23,1,1,1,1,8,5,2002,2002,1,1,4,5,3,148.0,4,3,2,4,3,1,4,1218.0,1,0.0,350.0,1568.0,1,5,1,1,1689,0,0,1689,1.0,0.0,2,0,3,1,4,7,1,2,4,1,2002.0,2,3.0,857.0,3,3,2,150,59,0,0,0,0,0,0,0,0,7,2008,1,1,271000
1566,914467050,60,1,68.0,11050,1,0,4,1,1,2,1,23,1,1,1,2,7,5,1996,1997,2,1,2,2,0,0.0,3,3,2,4,3,2,5,0.0,1,0.0,910.0,910.0,1,5,1,1,910,910,0,1820,0.0,0.0,2,1,3,1,4,8,1,1,3,1,1996.0,1,3.0,816.0,3,3,2,318,32,0,0,0,0,0,0,0,0,9,2008,1,1,213000
1567,914475020,80,1,76.0,9880,1,0,4,1,1,2,1,23,1,1,1,5,6,6,1977,1977,2,1,6,1,0,0.0,3,3,1,3,3,3,3,522.0,1,0.0,574.0,1096.0,1,3,1,1,1118,0,0,1118,1.0,0.0,1,0,3,1,3,6,1,1,1,1,1977.0,3,1.0,358.0,3,3,2,203,0,0,0,0,576,4,3,0,0,7,2008,1,1,171000
1568,914476010,20,1,75.0,10125,1,0,4,1,1,2,1,23,1,1,1,1,6,6,1977,1977,2,1,6,1,0,0.0,3,3,1,3,3,1,3,641.0,2,279.0,276.0,1196.0,1,3,1,1,1279,0,0,1279,0.0,1.0,2,0,3,1,3,6,1,2,2,4,1980.0,1,2.0,473.0,3,3,2,238,83,0,0,0,0,0,2,0,0,2,2008,1,1,171500
1569,914476080,90,1,76.0,10260,1,0,4,1,1,2,1,23,1,1,4,2,5,4,1976,1976,2,1,6,1,0,0.0,3,3,1,0,0,0,0,0.0,0,0.0,0.0,0.0,1,3,1,1,936,936,0,1872,0.0,0.0,2,2,4,2,3,8,1,0,0,1,1976.0,1,2.0,484.0,3,3,2,0,0,0,0,0,0,0,0,0,0,11,2008,1,4,100000
1570,914476450,20,1,74.0,9990,1,0,4,1,1,2,1,23,1,1,1,1,4,5,1991,1991,2,1,5,6,0,0.0,3,3,2,4,3,1,3,1383.0,1,0.0,297.0,1680.0,1,4,1,1,1689,0,0,1689,1.0,0.0,2,0,3,1,3,6,1,1,3,1,1991.0,1,2.0,432.0,3,3,2,428,120,0,0,0,0,0,0,0,0,7,2008,1,1,228500
1571,916125425,190,1,68.0,164660,2,0,1,2,1,1,3,24,1,1,5,3,5,6,1965,1965,2,1,6,1,0,0.0,3,3,1,3,3,4,3,1249.0,3,147.0,103.0,1499.0,1,5,1,1,1619,167,0,1786,2.0,0.0,2,0,3,1,3,7,1,2,4,1,1965.0,3,2.0,529.0,3,3,2,670,0,0,0,0,0,0,0,3,700,8,2008,1,1,228950
1572,916226030,120,1,42.0,4084,1,0,1,1,1,2,1,24,1,1,2,1,7,6,1986,1986,2,1,2,2,3,340.0,4,3,1,4,3,3,4,893.0,1,0.0,384.0,1277.0,1,4,1,1,1501,0,0,1501,1.0,0.0,2,0,2,1,4,6,1,1,3,1,1986.0,3,2.0,512.0,3,3,2,240,0,0,0,0,0,0,0,0,0,7,2008,1,1,241500
1573,916325080,20,1,68.0,15498,1,0,1,1,1,1,1,24,1,1,1,1,8,6,1976,1976,1,2,15,6,0,0.0,4,3,1,4,3,3,3,1165.0,2,400.0,0.0,1565.0,1,3,1,1,2898,0,0,2898,1.0,0.0,2,0,2,1,4,10,1,1,4,1,1976.0,3,2.0,665.0,3,3,2,0,72,174,0,0,0,0,0,0,0,5,2008,3,4,287000
1574,916380060,20,1,74.0,11563,1,0,1,2,1,2,1,24,1,1,1,1,8,5,2006,2007,1,1,2,2,1,258.0,4,3,2,5,3,4,4,1036.0,1,0.0,482.0,1518.0,1,5,1,1,1537,0,0,1537,1.0,0.0,2,0,3,1,4,8,1,0,0,1,2007.0,3,3.0,788.0,3,3,2,0,26,0,0,0,0,0,0,0,0,4,2008,1,1,294000
1575,916382120,20,1,71.0,9520,1,0,1,2,1,2,1,24,1,1,1,1,8,5,2007,2008,2,1,2,2,1,338.0,4,3,2,4,3,4,4,1513.0,1,0.0,125.0,1638.0,1,5,1,1,1646,0,0,1646,1.0,0.0,2,0,3,1,4,7,1,1,4,1,2008.0,2,3.0,800.0,3,3,2,192,44,0,0,0,0,0,0,0,0,4,2008,2,2,293077
1576,916384100,60,1,107.0,12852,1,0,1,2,1,1,1,24,1,1,1,2,8,5,2007,2007,2,1,2,2,0,0.0,4,3,2,4,3,3,4,770.0,1,0.0,150.0,920.0,1,5,1,1,920,860,0,1780,1.0,0.0,2,1,3,1,4,6,1,1,4,1,2007.0,3,2.0,612.0,3,3,2,0,192,0,0,0,0,0,0,0,0,1,2008,2,2,264966
1577,916386040,80,1,73.0,9802,1,0,4,1,1,2,1,24,1,1,1,5,5,5,2006,2007,2,1,2,2,0,0.0,3,3,2,4,3,1,5,0.0,1,0.0,352.0,352.0,1,4,1,1,712,730,0,1442,0.0,0.0,2,1,3,1,3,6,1,0,0,2,2007.0,3,2.0,400.0,3,3,2,100,0,0,0,0,0,0,0,0,0,4,2008,1,1,172500
1578,916386080,80,1,73.0,9735,1,0,4,1,1,2,1,24,1,1,1,5,5,5,2006,2007,2,1,2,2,0,0.0,3,3,2,4,3,1,5,0.0,1,0.0,384.0,384.0,1,4,1,1,754,640,0,1394,0.0,0.0,2,1,3,1,4,7,1,0,0,2,2007.0,3,2.0,400.0,3,3,2,100,0,0,0,0,0,0,0,0,0,5,2008,1,1,167500
1579,916386180,60,1,81.0,12018,1,0,1,2,1,1,1,24,1,1,1,2,7,5,2008,2008,2,1,2,2,1,60.0,4,3,2,4,3,3,5,0.0,1,0.0,796.0,796.0,1,5,1,1,796,816,0,1612,0.0,0.0,2,1,3,1,4,6,1,0,0,1,2008.0,3,3.0,666.0,3,3,2,0,64,0,0,0,0,0,0,0,0,10,2008,2,2,218689
1580,916402015,20,1,75.0,12890,1,0,1,1,1,2,1,24,1,1,1,1,6,5,1989,1989,2,1,3,3,3,128.0,3,3,1,4,3,1,5,0.0,1,0.0,1495.0,1495.0,1,5,1,1,1495,0,0,1495,0.0,0.0,2,0,3,1,3,8,1,1,3,1,1989.0,1,2.0,438.0,3,3,2,252,0,192,0,0,0,0,0,0,0,7,2008,1,1,150000
1581,916402115,20,1,47.0,12416,1,0,1,1,1,2,1,24,1,1,1,1,6,5,1986,1986,2,1,2,1,1,132.0,3,3,1,4,2,1,3,1398.0,2,208.0,0.0,1606.0,1,3,1,1,1651,0,0,1651,1.0,0.0,2,0,3,1,3,7,4,1,3,1,1986.0,3,2.0,616.0,3,3,2,192,0,0,0,0,0,0,0,0,0,11,2008,1,1,184000
1582,916402215,20,1,93.0,18265,1,0,4,1,1,1,1,24,1,1,1,1,6,5,1986,1986,2,1,6,6,3,228.0,4,4,1,4,4,3,4,920.0,4,60.0,276.0,1256.0,1,5,1,1,1256,0,0,1256,0.0,0.0,2,0,3,1,4,6,1,1,2,1,1986.0,1,2.0,578.0,3,3,2,282,0,0,0,0,0,0,0,0,0,3,2008,1,1,180000
1583,916403230,80,1,85.0,10200,1,0,4,1,1,2,1,24,1,1,1,5,6,5,1988,1989,2,1,5,6,3,219.0,4,3,1,4,3,3,4,783.0,1,0.0,678.0,1461.0,1,5,1,1,1509,0,0,1509,1.0,0.0,2,0,3,1,4,5,1,1,2,1,1988.0,2,2.0,600.0,3,3,2,224,0,0,0,0,0,0,0,0,0,8,2008,1,4,175000
1584,916455120,20,1,82.0,11202,1,0,1,1,1,2,1,24,1,1,1,1,8,5,2003,2003,1,1,2,2,3,206.0,4,3,2,5,3,3,4,1029.0,1,0.0,403.0,1432.0,1,5,1,1,1440,0,0,1440,1.0,0.0,2,0,3,1,4,7,1,1,3,1,2003.0,3,2.0,467.0,3,3,2,185,95,0,0,0,0,0,0,0,0,6,2008,1,1,232500
1585,916460060,20,1,68.0,7915,1,0,1,1,1,2,1,24,1,1,1,1,6,5,1999,2000,1,1,2,2,0,0.0,4,3,2,5,3,2,4,1223.0,1,0.0,443.0,1666.0,1,5,1,1,1675,0,0,1675,1.0,0.0,2,0,3,1,4,6,1,0,0,1,1999.0,2,2.0,435.0,3,3,2,165,52,0,0,0,0,0,0,0,0,12,2008,1,1,195000
1586,916477020,60,1,85.0,12244,1,0,4,1,1,2,1,24,1,1,1,2,8,5,2003,2003,1,1,2,2,1,226.0,4,3,2,4,3,4,4,871.0,1,0.0,611.0,1482.0,1,5,1,1,1482,780,0,2262,1.0,0.0,2,1,4,1,4,10,1,2,4,1,2003.0,3,3.0,749.0,3,3,2,168,0,0,0,0,0,0,0,0,0,8,2008,1,1,305000
1587,921126030,20,1,79.0,11449,1,0,1,2,1,2,1,24,1,1,1,1,8,5,2007,2007,2,1,2,2,0,0.0,4,3,2,4,3,3,4,1011.0,1,0.0,873.0,1884.0,1,5,1,1,1728,0,0,1728,1.0,0.0,2,0,3,1,4,7,1,1,4,1,2007.0,3,2.0,520.0,3,3,2,0,276,0,0,0,0,0,0,0,0,1,2008,1,1,298751
1588,921201060,20,1,85.0,11447,1,0,1,1,1,2,1,24,1,1,1,1,8,5,2005,2006,2,1,2,2,3,674.0,4,3,2,5,3,3,4,1571.0,1,0.0,393.0,1964.0,1,5,1,1,1964,0,0,1964,1.0,0.0,2,1,3,1,4,7,1,1,4,1,2005.0,3,3.0,892.0,3,3,2,0,265,0,0,0,0,0,0,0,0,6,2008,1,1,370000
1589,923202005,90,4,97.0,8940,1,0,1,1,1,1,1,23,1,1,4,4,7,5,1997,1998,2,1,2,2,3,200.0,3,4,2,4,4,4,4,1309.0,1,0.0,35.0,1344.0,1,5,1,1,1344,0,0,1344,2.0,0.0,2,0,2,2,3,8,1,0,0,1,1997.0,3,4.0,784.0,3,3,2,0,0,0,0,0,0,0,0,0,0,11,2008,1,5,209200
1590,923202015,90,4,78.0,7060,1,0,4,1,1,2,1,23,1,1,4,4,7,5,1997,1998,2,1,2,2,3,200.0,3,4,2,4,4,4,4,1309.0,1,0.0,35.0,1344.0,1,5,1,1,1344,0,0,1344,2.0,0.0,2,0,2,2,3,8,1,0,0,1,1997.0,3,4.0,784.0,3,3,2,0,0,0,0,0,0,0,0,0,0,11,2008,1,5,206300
1591,923202137,20,1,77.0,9278,1,0,4,1,1,4,1,23,2,5,1,1,5,5,2007,2008,2,1,2,2,0,0.0,3,3,2,4,3,1,5,0.0,1,0.0,1092.0,1092.0,1,5,1,1,1092,0,0,1092,0.0,0.0,1,0,2,1,3,5,1,0,0,0,0.0,0,0.0,0.0,0,0,2,0,52,0,0,0,0,0,0,0,0,2,2008,1,4,146000
1592,923203140,120,4,32.0,4500,1,0,4,1,1,4,1,23,1,1,2,1,6,5,1997,1997,1,1,2,2,3,197.0,3,3,2,5,3,1,4,864.0,1,0.0,325.0,1189.0,1,5,1,1,1189,0,0,1189,1.0,0.0,2,0,2,1,3,4,1,0,0,1,1997.0,2,2.0,392.0,3,3,2,0,122,0,0,0,0,0,0,0,0,4,2008,1,1,160500
